campaign_id,audience_segment,creative_size_px,user_id,creative_messaging,app_url,exchange,device_make,impressions,viewable_impressions,measurable_impressions,clicks,total_conversions,gross_cost_USD
RV68I,Online Behavior > United States > Arts and Entertainment > Comics and Animation,300x250,DKKXN4557T,Subscribe Today - 10% Discount,fox59.com,Google Ad Manager,Smartphone,7583,4608,5881,45,1," $5,033.48 "
RZ75Y,"Online Behavior > United States > Arts and Entertainment > Events and Listings - Bars, Clubs and Nightlife",300x250,VTXNC8329K,10% Discount - Ends 6/1,activebeat.com,Magnite DV+,Windows PC,81905,61995,71110,220,24," $7,065.67 "
PN88X,Online Behavior > United States > Arts and Entertainment > Events and Listings - Concerts and Music Festivals,300x50,EWZBC8759S,Sign up Today - 10% Off,usssa.com,Google Ad Manager,Smartphone,"446,774","196,581","379,758",951,33," $6,956.63 "
QF24L,Online Behavior > United States > Arts and Entertainment > Events and Listings - Event Ticket Sales,300x50,RODUO2145F,Sign up Today - 10% Off,wikihow.com,Magnite DV+,Smartphone,23488,4620,22254,75,9," $6,667.73 "
BS84C,Online Behavior > United States > Arts and Entertainment > Events and Listings - Expos and Conventions,300x250,VUHLC2139A,Subscribe Today - 10% Discount,zillow.com,Google Ad Manager,Apple PC,20833,1777,17211,87,9," $5,542.51 "
TE8N,Online Behavior > United States > Arts and Entertainment > Events and Listings - Film Festivals,320x50,HPADF0180L,Sign up Now - 10% Off,ebay.com,Google Ad Manager,Smartphone,405957,204189,385654,874,16," $5,864.13 "
FM3E,Online Behavior > United States > Arts and Entertainment > Events and Listings - Food and Beverage Events,300x250,XRXCI6979P,Sign up Today - 10% Off,mail.aol.com,Google Ad Manager,Smartphone,224359,163149,200859,480,5," $4,196.94 "
UN23N,Online Behavior > United States > Arts and Entertainment > Events and Listings - Live Sporting Events,320x50,FHVXB0831I,Subscribe Today - 10% Discount,my.yahoo.com,Google Ad Manager,Smartphone,21028,5781,16134,10,11," $5,101.32 "
CO92O,Online Behavior > United States > Arts and Entertainment > Movies,300x250,ISJZP5116B,10% Discount - Ends 6/1,funnyand.com,Google Ad Manager,Smartphone,9273,4648,8751,70,5," $4,986.52 "
BH30K,Online Behavior > United States > Arts and Entertainment > Music and Audio,300x250,OEHNZ3437I,Sign up Today - 10% Off,chicagotribune.com,Google Ad Manager,Smartphone,7628,5048,7154,19,5," $6,684.06 "
PG39M,Online Behavior > United States > Arts and Entertainment > TV and Video,300x50,LDJVF5710Z,Subscribe Today - 10% Discount,msn.com,BidSwitch,Smartphone,13946,3142,8823,40,8," $4,920.23 "
CY20G,Online Behavior > United States > Autos and Vehicles - Brands > Acura,300x250,AGZHL2761K,Subscribe Today - 10% Discount,mail.aol.com,Google Ad Manager,Windows PC,83854,60626,76071,197,15," $5,783.84 "
LL53R,Online Behavior > United States > Autos and Vehicles - Brands > Aston Martin,300x250,FGVPW3544C,Subscribe Today - 10% Discount,yahoo.com,Google Ad Manager,Windows PC,84460,13169,26688,209,1," $4,279.23 "
MM22N,Online Behavior > United States > Autos and Vehicles - Brands > BMW,300x50,ZUGUN2624B,Sign up Now - 10% Off,forbes.com,TripleLift,Smartphone,88022,45972,83922,370,11," $5,669.14 "
TG65Z,Online Behavior > United States > Autos and Vehicles - Brands > Bugatti,320x50,XWPWC1033V,Sign up Today - 10% Off,mobileposse.com,Google Ad Manager,Smartphone,98509,30688,109518,299,15," $2,059.27 "
KX29G,Online Behavior > United States > Autos and Vehicles - Brands > Buick,300x250,FTFVI5535W,Subscribe Today - 10% Discount,signupgenius.com,Google Ad Manager,Apple PC,21599,13600,20256,66,9," $5,551.39 "
ZX69I,Online Behavior > United States > Autos and Vehicles - Brands > Cadillac,320x50,TNXKR4685Q,Subscribe Today - 10% Discount,eenadu.net,Google Ad Manager,Smartphone,14011,5060,12459,40,5," $5,632.09 "
LB23B,Online Behavior > United States > Autos and Vehicles - Brands > Citroen,320x50,VLMUA3410K,Sign up Today - 10% Off,reuters.com,Magnite DV+,Smartphone,9319,6193,8682,30,12," $4,594.60 "
NK59I,Online Behavior > United States > Autos and Vehicles - Brands > Dodge,300x250,SXETB3323X,10% Discount - Ends 6/1,autotrader.com,BidSwitch,Smartphone,43057,23767,41484,122,7," $5,884.93 "
YS8H,Online Behavior > United States > Autos and Vehicles - Brands > Ferrari,300x250,CJQMQ0226T,Sign up Today - 10% Off,biblegateway.com,Google Ad Manager,Windows PC,88293,24101,75557,255,19," $5,054.48 "
HV48I,Online Behavior > United States > Autos and Vehicles - Brands > Fiat,300x250,AECWX9233R,10% Discount - Ends 6/1,thekrazycouponlady.com,Magnite DV+,Smartphone,11417,1387,9924,78,9," $6,206.64 "
ZU40E,Online Behavior > United States > Autos and Vehicles - Brands > Ford,300x50,NIOUL8511M,Sign up Today - 10% Off,insider.com,Google Ad Manager,Smartphone,89744,48786,85900,311,3," $6,369.81 "
TF39Y,Online Behavior > United States > Autos and Vehicles - Brands > GM-Daewoo,320x50,VQBXY9624A,Sign up Now - 10% Off,msn.com,Google Ad Manager,Smartphone,48436,16543,42427,171,6," $4,386.65 "
HM31M,Online Behavior > United States > Autos and Vehicles - Brands > Honda,320x50,PNVNP9772E,10% Discount - Ends 6/1,microsoftcasualgames.com,PubMatic,Smartphone,90463,803,2465,204,9," $6,120.60 "
ES5Z,Online Behavior > United States > Autos and Vehicles - Brands > Isuzu,300x250,HWQQZ9726H,10% Discount - Ends 6/1,realtor.com,Index Exchange,Windows PC,16978,8367,15731,30,9," $5,886.07 "
VT8O,Online Behavior > United States > Autos and Vehicles - Brands > Jaguar,320x50,KTGEH9338Z,Sign up Now - 10% Off,mlb.com,Google Ad Manager,Smartphone,38396,6305,35118,87,9," $5,740.16 "
CU31G,Online Behavior > United States > Autos and Vehicles - Brands > Jeep,320x50,BSXZP1860B,Sign up Now - 10% Off,accuweather.com,Google Ad Manager,Smartphone,23711,4337,17211,69,8," $5,740.95 "
IQ66L,Online Behavior > United States > Autos and Vehicles - Brands > Kia,300x50,CQBKW6821H,Subscribe Today - 10% Discount,weather.com,Google Ad Manager,Smartphone,257862,105048,238629,700,21," $5,899.43 "
GO86G,Online Behavior > United States > Autos and Vehicles - Brands > LandRover,300x250,KUQES7066D,Sign up Now - 10% Off,ebay.com,Google Ad Manager,Apple PC,104538,49049,97093,347,2," $5,266.42 "
MP63V,Online Behavior > United States > Autos and Vehicles - Brands > Lexus,300x250,QGSPI6609K,Subscribe Today - 10% Discount,sportpirate.com,Index Exchange,Windows PC,17075,5508,11539,44,10," $5,086.09 "
HR18U,Online Behavior > United States > Autos and Vehicles - Brands > Maserati,320x50,QRBII8237O,Sign up Today - 10% Off,foxnews.com,BidSwitch,Smartphone,38408,23557,35247,101,7," $5,343.46 "
VC13L,Online Behavior > United States > Autos and Vehicles - Brands > Maybach,320x50,FYZMG3428M,Sign up Today - 10% Off,insidethemagic.net,Magnite DV+,Smartphone,23941,13054,22276,150,6," $2,856.17 "
MR80T,Online Behavior > United States > Autos and Vehicles - Brands > Mazda,320x50,NMDNW0075G,Subscribe Today - 10% Discount,cbsnews.com,TripleLift,Smartphone,134847,104268,128470,450,125," $6,040.60 "
UT52W,Online Behavior > United States > Autos and Vehicles - Brands > Mercedes-Benz,320x50,NFINS9522P,Subscribe Today - 10% Discount,accuweather.com,PubMatic,Smartphone,23965,13608,21704,270,12," $5,706.86 "
NA38G,Online Behavior > United States > Autos and Vehicles - Brands > Mini,320x50,DJRUD9702Z,Subscribe Today - 10% Discount,signupgenius.com,PubMatic,Smartphone,24100,11355,21740,110,5," $5,912.26 "
TQ9R,Online Behavior > United States > Autos and Vehicles - Brands > Mitsubishi,300x250,TMGOP8000K,Sign up Today - 10% Off,msn.com,Smart RTB+ (Smartadserver),Smartphone,335461,171464,247450,963,5," $4,445.87 "
BE80I,Online Behavior > United States > Autos and Vehicles - Brands > Nissan,300x250,WFPNH3620P,Sign up Today - 10% Off,thefinancechatter.com,BidSwitch,Smartphone,7691,3890,5905,0,1," $5,927.81 "
QJ68R,Online Behavior > United States > Autos and Vehicles - Brands > Peugeot,320x50,IALWL3548O,10% Discount - Ends 6/1,todaysnyc.com,Google Ad Manager,Smartphone,17317,8055,12724,68,12," $5,668.86 "
YO5O,Online Behavior > United States > Autos and Vehicles - Brands > Pontiac,320x50,AROWV6562F,Subscribe Today - 10% Discount,sports.yahoo.com,BidSwitch,Smartphone,7769,3152,6464,10,1," $5,603.05 "
TD18K,Online Behavior > United States > Autos and Vehicles - Brands > Porsche,320x50,CGSWF3615P,Sign up Today - 10% Off,msn.com,OpenX,Smartphone,3196231,2013324,2669103,8745,70," $5,756.27 "
UE65D,Online Behavior > United States > Autos and Vehicles - Brands > Rolls-Royce,320x50,TXHFP5147Y,Sign up Today - 10% Off,boattrader.com,BidSwitch,Smartphone,14047,9934,13377,44,7," $5,729.65 "
MS13X,Online Behavior > United States > Autos and Vehicles - Brands > Saab,320x50,IKVKL3220N,10% Discount - Ends 6/1,geeksforgeeks.org,Google Ad Manager,Smartphone,109709,3064,15428,278,20," $5,409.08 "
MH97H,Online Behavior > United States > Autos and Vehicles - Brands > SEAT,300x250,VYAJZ8128V,Sign up Now - 10% Off,mail.aol.com,BidSwitch,Smartphone,14083,9945,12878,97,11," $5,979.67 "
EU49F,Online Behavior > United States > Autos and Vehicles - Brands > Vauxhall-Opel,300x50,QPNDD6389F,Sign up Today - 10% Off,wsmv.com,Google Ad Manager,Smartphone,17382,7411,16576,100,8," $5,797.22 "
KJ36W,Online Behavior > United States > Autos and Vehicles - Brands > Volkswagen,300x250,TMGOP8000K,Subscribe Today - 10% Discount,mlb.com,Google Ad Manager,Smartphone,7789,4655,7434,30,1," $6,396.87 "
LS14X,Online Behavior > United States > Autos and Vehicles - Brands > Volvo,320x50,OUAPW0127E,Subscribe Today - 10% Discount,chocolatecoveredkatie.com,Google Ad Manager,Smartphone,7806,3150,7247,20,1," $6,162.32 "
US21I,Online Behavior > United States > Autos and Vehicles > Boats and Watercraft,320x50,NMDNW0075G,Subscribe Today - 10% Discount,fandomwire.com,OpenX,Smartphone,111624,40343,101306,590,21," $6,510.45 "
MY98M,Online Behavior > United States > Autos and Vehicles > Electric and Plug-In Vehicles,320x50,USYBQ0583Y,10% Discount - Ends 6/1,msn.com,PubMatic,Smartphone,1601933,1135085,1487426,4265,29," $6,785.71 "
AW54Q,Online Behavior > United States > Autos and Vehicles > Hybrid and Alternative Vehicles,300x50,XVKEV1441G,Sign up Now - 10% Off,hindustantimes.com,Google Ad Manager,Smartphone,17518,11513,16192,60,12," $6,765.00 "
ZE56R,Online Behavior > United States > Autos and Vehicles > Vehicle Parts and Accessories,300x250,WFPNH3620P,Subscribe Today - 10% Discount,pandora.com,Xandr - Monetize SSP (AppNexus),Smartphone,58477,43554,56558,135,19," $5,247.62 "
RZ84W,Online Behavior > United States > Autos and Vehicles > Vehicle Shopping - Fuel Economy and Gas Prices,320x50,OVPZA4373F,Sign up Today - 10% Off,nbcnews.com,Google Ad Manager,Smartphone,92764,19625,76531,320,14," $6,730.01 "
RL56G,Online Behavior > United States > B2B - Occupation > Architect,300x250,KHYWK4353X,Subscribe Today - 10% Discount,yourdailysportfix.com,Google Ad Manager,Smartphone,11420,4647,9909,67,9," $3,804.64 "
BL51J,Online Behavior > United States > B2B - Occupation > Broker,320x50,ISJZP5116B,Sign up Now - 10% Off,tastesbetterfromscratch.com,BidSwitch,Smartphone,21962,10702,21034,120,11," $6,404.00 "
RR56C,Online Behavior > United States > B2B - Occupation > ComputerProgrammer,300x250,OCAXR0957T,10% Discount - Ends 6/1,realtor.com,Yahoo Exchange,Apple PC,114194,50923,104074,380,2," $4,036.09 "
FV7V,Online Behavior > United States > B2B - Occupation > ElectricalEngineer,320x50,SAPYX0769P,Sign up Today - 10% Off,miamiherald.com,Google Ad Manager,Smartphone,38735,28719,36629,114,4," $2,127.82 "
TC4L,Online Behavior > United States > B2B - Occupation > Entrepreneur,320x50,PBYSO0802Z,10% Discount - Ends 6/1,weather.com,PubMatic,Smartphone,686858,81956,624118,2085,19," $7,467.08 "
QH85S,Online Behavior > United States > B2B - Occupation > MechanicalEngineer,320x50,ATIOA1830W,Sign up Today - 10% Off,bbc.com,Google Ad Manager,Smartphone,17752,5855,15753,98,5," $2,200.30 "
WE66Y,Online Behavior > United States > B2B - Occupation > Musician,300x250,UASRM6168D,Subscribe Today - 10% Discount,ajc.com,Xandr - Monetize SSP (AppNexus),Windows PC,17833,8670,16871,61,10," $4,899.16 "
IW60U,Online Behavior > United States > B2B - Occupation > OfficeManager,300x250,GRYMN2282K,Subscribe Today - 10% Discount,dafont.com,BidSwitch,Windows PC,24464,3275,21993,0,6," $2,959.11 "
FW95G,Online Behavior > United States > B2B - Occupation > PropertyManager,300x250,WVOFQ9893P,10% Discount - Ends 6/1,whatismyipaddress.com,Google Ad Manager,Apple PC,7447,4163,5586,10,19," $3,311.94 "
BR75Q,Online Behavior > United States > B2B - Occupation > Student,300x250,HNVLH7748V,10% Discount - Ends 6/1,ebay.com,Google Ad Manager,Windows PC,39163,16254,36526,113,15," $5,692.77 "
NI16F,Online Behavior > United States > B2B - Occupation > SupplyChainManager,300x250,JRFMX8886W,Sign up Now - 10% Off,my.earthlink.net,Google Ad Manager,Apple PC,7470,6753,7229,0,1," $1,739.00 "
VY58P,Online Behavior > United States > B2B - Occupation > SystemsAnalyst,320x50,ZCLPW3120T,Sign up Now - 10% Off,espn.com,Google Ad Manager,Smartphone,95289,19527,82800,199,5," $3,223.54 "
LJ91A,Online Behavior > United States > B2B - Occupation > Teacher,300x250,DRJAX5361M,Sign up Today - 10% Off,kbb.com,OpenX,Smartphone,49014,30349,46446,100,6," $3,628.35 "
ZI4I,Online Behavior > United States > Beauty and Fitness > Beauty Pageants,300x250,MDGOQ6855W,Sign up Today - 10% Off,yahoo.com,BidSwitch,Apple PC,7584,3093,6897,40,2," $4,467.08 "
XM16M,Online Behavior > United States > Beauty and Fitness > Body Art,320x50,VSPXO5611Z,10% Discount - Ends 6/1,finance.yahoo.com,Google Ad Manager,Smartphone,22690,10212,19934,68,19," $7,210.69 "
AT73E,Online Behavior > United States > Beauty and Fitness > Cosmetology and Beauty Professionals,320x50,EKGPP8018L,Subscribe Today - 10% Discount,dotesports.com,Xandr - Monetize SSP (AppNexus),Smartphone,18022,10618,16643,30,15," $4,051.16 "
OT46S,Online Behavior > United States > Beauty and Fitness > Face and Body Care - Hygiene and Toiletries,300x250,OSDRZ9148A,Sign up Now - 10% Off,the-sun.com,OpenX,Smartphone,247106,159618,233150,750,32," $7,629.94 "
KW71V,Online Behavior > United States > Beauty and Fitness > Face and Body Care - Make-Up and Cosmetics,300x250,UKERS8216P,10% Discount - Ends 6/1,zdnet.com,BidSwitch,Apple PC,7585,5396,7417,13,24," $7,082.65 "
KE49S,Online Behavior > United States > Beauty and Fitness > Face and Body Care - Skin and Nail Care,300x50,IBKNH6417J,10% Discount - Ends 6/1,apnews.com,BidSwitch,Smartphone,100800,14473,85424,185,10," $7,004.73 "
YZ94L,Online Behavior > United States > Beauty and Fitness > Face and Body Care - Unwanted Body and Facial Hair Removal,300x250,SYKWZ2884G,Subscribe Today - 10% Discount,cnn.com,Google Ad Manager,Smartphone,106392,39599,94941,299,3," $6,542.61 "
JQ63D,Online Behavior > United States > Beauty and Fitness > Fashion and Style,320x50,OSDRZ9148A,10% Discount - Ends 6/1,miamiherald.com,Xandr - Monetize SSP (AppNexus),Smartphone,7320,4020,6692,33,15," $1,730.37 "
LE77D,Online Behavior > United States > Beauty and Fitness > Fashion and Style - Fashion Designers and Collections,300x250,ACQXP6132Q,Sign up Now - 10% Off,mail.yahoo.com,Google Ad Manager,Smartphone,23774,10735,21076,60,24," $7,657.11 "
HI94Z,Online Behavior > United States > Beauty and Fitness > Fashion and Style - Fashion Modeling,320x50,TXFJI8384J,Sign up Now - 10% Off,forbes.com,Google Ad Manager,Smartphone,18095,10021,16755,50,24," $6,768.76 "
PS24G,Online Behavior > United States > Beauty and Fitness > Fitness,300x250,VTOPU6249A,10% Discount - Ends 6/1,mail.yahoo.com,BidSwitch,Smartphone,728841,424340,634059,2174,37," $8,054.14 "
MX45F,Online Behavior > United States > Beauty and Fitness > Fitness - Bodybuilding,300x250,GYOZX2851Q,10% Discount - Ends 6/1,pandora.com,Magnite DV+,Smartphone,57168,43261,55261,160,12," $5,841.15 "
WB83T,Online Behavior > United States > Beauty and Fitness > Fitness - Fitness Equipment and Accessories,300x250,AJJCI3040E,Sign up Now - 10% Off,travelerdreams.com,Google Ad Manager,Windows PC,24875,14213,23455,67,8," $4,652.24 "
EF31W,Online Behavior > United States > Beauty and Fitness > Fitness - Fitness Instruction and Personal Training,300x250,QGNHX5788B,Sign up Now - 10% Off,accuweather.com,Magnite DV+,Apple PC,23156,4468,18821,73,15," $6,173.41 "
UX95W,Online Behavior > United States > Beauty and Fitness > Fitness - Gyms and Health Clubs,320x50,ZUCTB2527E,Sign up Today - 10% Off,rollingstone.com,Google Ad Manager,Smartphone,25835,3753,20808,69,11," $5,751.91 "
ZI45Z,Online Behavior > United States > Beauty and Fitness > Fitness - Home Exercise,300x250,DABFQ9218H,10% Discount - Ends 6/1,nbcnews.com,Yahoo Exchange,Smartphone,14224,2549,11974,30,7," $5,637.30 "
PW4W,Online Behavior > United States > Beauty and Fitness > Fitness - Yoga and Pilates,300x250,SRWVA9406K,10% Discount - Ends 6/1,fandomwire.com,PubMatic,Windows PC,95644,13294,86775,240,9," $5,587.76 "
YF50T,Online Behavior > United States > Beauty and Fitness > Hair Care,320x50,ZMFKM9001I,Sign up Today - 10% Off,msn.com,Google Ad Manager,Smartphone,999915,618816,829942,2748,23," $7,879.32 "
OF1H,Online Behavior > United States > Beauty and Fitness > Spas and Beauty Services,320x50,UHRAL1341C,Sign up Today - 10% Off,yahoo.com,PubMatic,Smartphone,888037,370429,820340,2841,42," $8,134.35 "
GR55N,Online Behavior > United States > Beauty and Fitness > Spas and Beauty Services - Massage Therapy,300x250,VIANS7053R,10% Discount - Ends 6/1,msn.com,Google Ad Manager,Smartphone,109128,38487,90615,470,3," $5,153.12 "
GW85C,Online Behavior > United States > Beauty and Fitness > Weight Loss,300x50,IECYH3530S,Sign up Now - 10% Off,mail.yahoo.com,Magnite DV+,Smartphone,1083050,590156,953556,3984,19," $7,495.75 "
KY37B,Online Behavior > United States > Finance - Accounting and Auditing > Accounting and Auditing,300x250,SOQQW5795F,Subscribe Today - 10% Discount,yahoo.com,Yahoo Exchange,Smartphone,1767940,881525,1550866,4852,78," $7,511.66 "
CV90M,Online Behavior > United States > Finance - Accounting and Auditing > Bookkeeping,320x50,EWZBC8759S,10% Discount - Ends 6/1,kbb.com,BidSwitch,Smartphone,69523,48273,65800,174,9," $2,650.00 "
LK33Q,Online Behavior > United States > Finance - Accounting and Auditing > Tax Preparation and Planning,300x250,KHYWK4353X,10% Discount - Ends 6/1,pandora.com,Google Ad Manager,Windows PC,24962,18450,24128,75,16," $6,809.06 "
FW69C,Online Behavior > United States > Finance - Banking > ATMs and Branch Locations,320x50,QGKGJ3795G,Subscribe Today - 10% Discount,dailyhodl.com,Xandr - Monetize SSP (AppNexus),Smartphone,39212,31317,37660,260,1," $3,621.42 "
IG18O,Online Behavior > United States > Finance - Banking > Banking,320x50,VUHLC2139A,10% Discount - Ends 6/1,msn.com,Google Ad Manager,Smartphone,921791,668449,852442,2150,69," $8,042.90 "
JF45V,Online Behavior > United States > Finance - Banking > Debit and Checking Services,300x250,MBNDY3862Y,Subscribe Today - 10% Discount,thegamer.com,BidSwitch,Smartphone,8362,5959,7947,31,7," $6,997.47 "
VJ3D,Online Behavior > United States > Finance - Banking > Money Transfer and Wire Services,320x50,UASRM6168D,Subscribe Today - 10% Discount,ebay.com,Google Ad Manager,Smartphone,221720,35178,196583,499,69," $7,890.22 "
GM61L,Online Behavior > United States > Finance - Banking > Savings Accounts,300x250,MXFZS7424B,Subscribe Today - 10% Discount,the-sun.com,Google Ad Manager,Smartphone,357707,203987,338107,951,74," $6,749.20 "
KJ87J,Online Behavior > United States > Finance - Credit and Lending > Credit and Lending,320x50,RQWWZ0422I,10% Discount - Ends 6/1,msn.com,PubMatic,Smartphone,4154911,2338732,3445626,1254,154," $8,038.57 "
MU42O,Online Behavior > United States > Finance - Credit and Lending > Credit Cards,320x50,VIANS7053R,Sign up Today - 10% Off,outlook.live.com,Xandr - Monetize SSP (AppNexus),Smartphone,183230,155260,169583,666,34," $7,863.47 "
KS45B,Online Behavior > United States > Finance - Credit and Lending > Loans,300x250,UHEJB8287K,Subscribe Today - 10% Discount,ebay.com,Google Ad Manager,Smartphone,1100942,629973,1041225,2984,147," $7,979.35 "
DF26V,Online Behavior > United States > Finance - Financial Planning and Management > Asset and Portfolio Management,300x250,YPPIQ5980X,Subscribe Today - 10% Discount,culturess.com,Google Ad Manager,Smartphone,9328,7102,8925,56,5," $3,408.08 "
ZG65M,Online Behavior > United States > Finance - Financial Planning and Management > Financial Planning and Management,320x50,ATIOA1830W,10% Discount - Ends 6/1,mail.yahoo.com,Xandr - Monetize SSP (AppNexus),Smartphone,1323451,737990,1177859,3414,123," $8,187.11 "
RV65Z,Online Behavior > United States > Finance - Financial Planning and Management > Inheritance and Estate Planning,320x50,PGTDG9358C,Sign up Today - 10% Off,investing.com,Index Exchange,Smartphone,115673,52475,97166,410,22," $5,045.94 "
FG20H,Online Behavior > United States > Finance - Financial Planning and Management > Retirement and Pension,320x50,DLALL5294N,Sign up Today - 10% Off,accuweather.com,PubMatic,Smartphone,18324,3145,13703,60,8," $6,996.23 "
WH67W,"Online Behavior > United States > Finance - Grants, Scholarships and Financial Aid > Government Grants",300x250,FKKDR3691J,Subscribe Today - 10% Discount,signupgenius.com,BidSwitch,Smartphone,14350,8228,13396,60,6," $6,114.03 "
QT27P,"Online Behavior > United States > Finance - Grants, Scholarships and Financial Aid > Study Grants and Scholarships",300x50,VZIST0152O,10% Discount - Ends 6/1,mail.aol.com,Google Ad Manager,Smartphone,39844,28001,36335,101,3," $4,439.37 "
RG87T,Online Behavior > United States > Finance - Insurance > Health Insurance,320x50,OSDRZ9148A,Sign up Today - 10% Off,myfitnesspal.com,PubMatic,Smartphone,39881,6331,36245,125,10," $7,098.89 "
NE97V,Online Behavior > United States > Finance - Insurance > Home Insurance,300x250,FTLSP7247H,Sign up Today - 10% Off,bbc.com,Google Ad Manager,Smartphone,53464,22151,49058,212,9," $5,741.10 "
LU98T,Online Behavior > United States > Finance - Insurance > Insurance,320x50,WUACZ9864Q,Sign up Now - 10% Off,foxnews.com,Magnite DV+,Smartphone,122086,82898,116235,299,16," $7,663.70 "
TV2V,Online Behavior > United States > Finance - Insurance > Life Insurance,320x50,CVRLX9939M,Subscribe Today - 10% Discount,drugs.com,Magnite DV+,Smartphone,18401,11051,17202,66,26," $6,571.49 "
AX2U,Online Behavior > United States > Finance - Insurance > Travel Insurance,300x250,TZSFS8968E,10% Discount - Ends 6/1,weather.com,Magnite DV+,Smartphone,61574,18717,46367,280,8," $4,999.67 "
LA75B,Online Behavior > United States > Finance - Investing > Brokerages and Day Trading,300x250,CPMZO0001Q,10% Discount - Ends 6/1,newsmemory.com,Google Ad Manager,Apple PC,7695,3481,7050,20,14," $6,727.44 "
WK8O,Online Behavior > United States > Finance - Investing > Commodities and Futures Trading,300x250,DSXGF8209L,Sign up Now - 10% Off,nbcmiami.com,Google Ad Manager,Smartphone,11476,4963,10991,45,8," $7,227.42 "
DD49S,Online Behavior > United States > Finance - Investing > Derivatives,320x50,NNSZT1320N,10% Discount - Ends 6/1,biblegateway.com,Index Exchange,Smartphone,114384,61524,105104,100,12," $5,803.33 "
VT80Y,Online Behavior > United States > Finance - Investing > Investing,320x50,IFPCO8569Z,Subscribe Today - 10% Discount,msn.com,Google Ad Manager,Smartphone,1222302,553773,1120128,3142,42," $7,880.77 "
SZ67J,Online Behavior > United States > Finance - Investing > Stocks and Bonds,320x50,ZNYKU3011Q,Subscribe Today - 10% Discount,ebay.com,Yahoo Exchange,Smartphone,680912,388915,648524,2000,39," $7,814.26 "
IK76M,Online Behavior > United States > Food and Drink > Beverages - Beer,300x250,FIHJW2587P,10% Discount - Ends 6/1,zillow.com,Index Exchange,Apple PC,26212,12726,24442,77,15," $6,452.94 "
LZ60O,Online Behavior > United States > Food and Drink > Beverages - Bottled Water,320x50,XEEJE6586B,Sign up Now - 10% Off,forbes.com,Google Ad Manager,Smartphone,12879,7225,12173,71,9," $5,099.28 "
ZX54K,Online Behavior > United States > Food and Drink > Beverages - Coffee and Tea,320x50,JDAPN8561D,Subscribe Today - 10% Discount,foxnews.com,BidSwitch,Smartphone,63794,46557,60868,200,9," $6,832.94 "
IY2Y,Online Behavior > United States > Food and Drink > Beverages - Juice,320x50,UIPSP5950E,Sign up Now - 10% Off,realtor.com,Google Ad Manager,Smartphone,40859,17695,37108,144,4," $6,130.37 "
CF31E,Online Behavior > United States > Food and Drink > Beverages - Soft Drinks,300x250,FMGTL4108A,Sign up Today - 10% Off,lotterypost.com,Magnite DV+,Smartphone,150457,58372,135099,420,14," $5,906.83 "
FN42L,Online Behavior > United States > Food and Drink > Cooking and Recipes,300x50,WEBYC7012O,Sign up Today - 10% Off,weather.com,BidSwitch,Smartphone,40929,9249,31564,142,8," $6,764.52 "
GU98E,Online Behavior > United States > Food and Drink > Food and Grocery Delivery,300x250,JLWUY6039V,Sign up Now - 10% Off,ebay.com,Google Ad Manager,Smartphone,262807,109871,236426,684,12," $5,150.47 "
IC65N,Online Behavior > United States > Food and Drink > Food and Grocery Retailers,320x50,HRLWB3781J,Subscribe Today - 10% Discount,drugs.com,Google Ad Manager,Smartphone,18412,5668,16711,140,12," $5,244.34 "
GS8O,Online Behavior > United States > Food and Drink > Restaurants,300x250,DNKCL6936S,Sign up Today - 10% Off,mail.yahoo.com,Taboola,Smartphone,908899,644697,853964,1984,32," $5,181.09 "
TV57A,Online Behavior > United States > Food and Drink > Restaurants - Dining Guides,320x50,IJGYM6908K,Sign up Now - 10% Off,cnn.com,Index Exchange,Smartphone,116926,69132,111957,321,22," $4,918.04 "
KB64W,Online Behavior > United States > Food and Drink > Restaurants - Fast Food,300x50,YDCFZ9825B,Sign up Now - 10% Off,macrumors.com,Google Ad Manager,Smartphone,7822,3786,7232,25,13," $6,781.82 "
SK29K,Online Behavior > United States > Food and Drink > Restaurants - Fine Dining,300x250,UIPSP5950E,Sign up Now - 10% Off,thesaurus.com,Google Ad Manager,Windows PC,95655,9202,85273,275,24," $6,189.42 "
HT41B,Online Behavior > United States > Games > Arcade and Coin-Op Games,320x50,KEIGT3829Y,Sign up Today - 10% Off,yahoo.com,BidSwitch,Smartphone,120603,47405,100881,298,10," $6,633.53 "
LE53S,Online Behavior > United States > Games > Card Games,320x50,TIPEG6807U,10% Discount - Ends 6/1,boattrader.com,Google Ad Manager,Smartphone,11511,8268,11042,33,3," $6,815.71 "
BX74G,Online Behavior > United States > Games > Computer and Video Games,300x250,XRXCI6979P,Subscribe Today - 10% Discount,bbc.com,PubMatic,Apple PC,26558,15761,23532,111,14," $6,751.56 "
VA92G,Online Behavior > United States > Games > Educational Games,300x50,EBJQC0934G,Sign up Today - 10% Off,forbes.com,Google Ad Manager,Smartphone,119280,55665,112913,400,23," $6,492.68 "
PU15F,Online Behavior > United States > Games > Family-Oriented Games and Activities,300x250,JUNLE2504O,Sign up Now - 10% Off,findagrave.com,BidSwitch,Windows PC,25021,11084,18079,50,9," $4,961.48 "
ND9P,Online Behavior > United States > Hobbies and Leisure > Clubs and Organizations,300x50,CVRLX9939M,Subscribe Today - 10% Discount,weather.com,Google Ad Manager,Smartphone,207823,33602,167814,600,13," $6,048.96 "
